"","s.Control","s.Control Depression","s.PMS","s.PMS Depression","s.RRMS","s.RRMS Depression","index","stat","p.value"
"1a43d9505453c6b62b1729c3bf80f5a6",1,0,0,0,1,0,10,0.0677803858386852,1
"4bfe64300ead6496135d16edca3bae05",1,0,0,0,1,0,10,0.141096124631087,0.508
"2dd19b4e6a7867a118b429880e0949d3",1,0,0,0,1,0,10,0.0553424532912486,1
"faec61a30c72d1ad4c34767d8ca501df",1,0,1,0,0,0,8,0.0652328073053442,0.75
"d86628325e3a85f789beccb3ace8a547",0,0,0,0,1,0,5,0.0616626415978207,0.546
"c8b85baac379665944f479ff49801f1e",1,0,0,0,0,0,1,0.0809326096802721,0.755
"156eef0ddc60a99953d85ca293e608b2",1,0,0,0,0,0,1,0.0506369683541833,1
"ac9f3c133ebdd5adfdacf9268f8a65a5",1,0,1,0,0,0,8,0.078433807221325,0.789
"de3036018f3c173c8fee6f8f553eb3c3",0,1,0,0,0,1,15,0.132112606718925,0.282
"0811992b1c114f581d092ea76d014f88",0,1,0,0,1,1,37,0.105703284516338,0.396
"ac918856075d28d6fca1cc8bfefc6315",1,1,0,0,1,1,47,0.0817587425209661,0.996
"200897a8281757f21d93eead0c1faca1",0,0,0,0,1,0,5,0.0616626415978207,0.534
"4913af7cabeb4d38d464a6c9d3465fe3",0,0,1,0,0,0,3,0.111803398874989,0.267
"41a5e162099199de0b118e7f60d25829",0,0,0,1,0,0,4,0.183512103011276,0.02
"a1fa6645b9bea9869657e53993eae8ab",0,0,1,1,1,0,38,0.0898026510133875,0.3
"0923b77e67bbf1d883e3a2dc16a7dca0",1,1,1,1,1,1,63,0.341593492842578,NA
"f2ae9532a9ca729854cdf2c07064f994",1,1,1,1,1,1,63,0.836032191348412,NA
"fe3dac1dc3758de00652a77bb93a50dc",1,0,0,0,1,0,10,0.0875041018509136,0.897
"f2e2fc6b237addfd81e12c4e19c8f027",1,0,0,1,0,0,9,0.109804288637993,0.589
"48d2ac4b3b859624fd1565782ead2b2f",1,0,0,0,1,0,10,0.0553424532912486,1
"6d8ea01b9c66d824e13e3f24d99dd195",1,0,0,0,1,0,10,0.0677803858386852,0.977
"ea7ba2a375032998c4ab8cc446ebffc3",0,1,0,0,0,0,2,0.169030850945703,0.08
"37f233d0f1901f2666139acfdf13cdde",0,1,1,0,1,0,33,0.141974545591449,0.419
"5c03eea7c8418d8bbea92715f49b9b47",1,0,1,0,0,0,8,0.103142124625879,0.463
"783abe7fb389a2ab89a5cfa0b7a09e37",0,1,1,0,0,1,34,0.167023761958911,0.286
"914ee6eba49f52aa8cd4c3167118ac75",1,0,1,1,0,1,49,0.200786567527099,0.307
"63e1a92bf6f16e3c9ac91f20fb4ea0f9",1,0,1,0,1,1,50,0.194501983119913,0.665
"264d05b89aad6b9aaca5a65bb17947ba",0,0,0,0,1,0,5,0.0616626415978207,0.552
"0f462e942ea66a36604291e97e1c6a17",0,0,1,0,0,0,3,0.0904476216407644,0.719
"c607d89e09c002049e5c8b3f1f82955d",1,0,0,0,1,0,10,0.110684906582497,0.741
"4eaee2532f43f249219b6d94dadd8c1f",1,1,1,1,1,1,63,0.251018927075812,NA
"904747805adb07db54f9c19cb2e72514",0,1,0,0,0,1,15,0.177704663327728,0.04
"fd5e92f14c463e054724e214bfe782e5",1,1,1,1,1,0,57,0.218354746875495,0.448
"64356a1cd51f522948992234b988f5ee",0,1,0,0,0,0,2,0.169030850945703,0.073
"81983896e759ec060f1a06f7ca62af24",0,0,1,0,0,0,3,0.148853549810794,0.196
"fa2ed26c917b7a5ed4c6f2a9c027a717",0,0,1,0,0,0,3,0.0930006861531309,0.383
"57769ff0016fd10f07ceb48f776eef3a",1,0,0,0,0,0,1,0.0506369683541833,1
"8c8195c0cf06f3d94e451addd32ba7d8",0,0,0,0,0,1,6,0.0862085245769918,0.572
"91bcf03e52f1a99581a400e1c5a3b678",0,0,1,0,0,0,3,0.108209811593433,0.275
"5f2dabcee110302bf44de7ec87aae717",0,0,0,0,0,1,6,0.138095882875635,0.568
"099bcf4608a9238b9a97e38d653d6ef9",0,0,0,1,0,0,4,0.169401444091223,0.071
"26c6d7fa4c2967bb37aa4511a358cc11",1,0,0,0,0,0,1,0.0877058019307029,0.578
"9e878dcccc843c8a76a2c3adf7b522d9",0,1,0,0,0,0,2,0.105072075467051,0.273
"726514b064ff05172db453bb02d11c99",0,0,0,1,0,0,4,0.184204626151335,0.037
"4429ea13ae641000b4154915581f3dfa",1,1,1,1,1,1,63,0.902479405958771,NA
"14002c235f2b0ae013f38bb6c192fc0f",1,1,1,1,1,1,63,0.565437842141428,NA
"ac7a907681e187487730fa037fc344ef",1,0,0,0,1,0,10,0.0553424532912486,1
"ebe609a91d051774cc58dc2d99baf070",1,0,0,0,1,0,10,0.0553424532912486,1
"45a50cbe2cb28ebe196d2bd332cb9056",1,0,0,0,0,0,1,0.0506369683541833,1
"d06ded44b8a04d5ce7cd998daff01e9f",0,0,0,0,0,1,6,0.12100142664179,0.244
"2a955c52facd0cc5d2e854e75d320fa6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"039cb46fe281a9ae861bb9f5d106970b",1,0,0,0,0,0,1,0.0506369683541833,1
"df5abc7c66e26f407218a4e3589069d4",1,1,0,0,1,0,24,0.0852492924338092,0.928
"0f2824b5790150595cc18c7a60d11ca6",1,0,0,0,0,1,11,0.105409255338946,0.472
"453dec36c89cf4afb850202519a81134",1,0,0,0,0,0,1,0.0506369683541833,1
"90000dacb40622abfa95a29f4b546047",0,0,1,1,1,0,38,0.179605302026775,0.111
"c0adfb772e0a534345ef9d33caf71511",1,0,0,0,1,1,31,0.0837414038627107,0.947
"20201676e5d7ab626f65e29a32a81cf5",0,0,0,0,1,0,5,0.0576050279258627,0.866
"9fbf7d3ec3aa666dfe65b76bffff63fd",1,1,1,1,1,1,63,0.404178871408871,NA
"3d82556151fc29b75502e8c137850005",0,1,0,0,0,0,2,0.169030850945703,0.072
"31f82546464a2cd04d9337a90046ed4c",0,0,0,0,1,0,5,0.0616626415978207,0.522
"12c86a45518cd5de3aef9d9ecf29f4bc",0,1,0,1,0,0,13,0.142894020445512,0.357
"964dd469621dcab74da62e1fc0a270bd",1,0,0,0,1,0,10,0.0677803858386852,0.991
"54cd54d71b83a05133d617d7e946479a",1,1,1,0,1,1,59,0.193493187287227,0.851
"5d1bf005a164c9a4fe5342213d004a65",1,0,0,0,0,0,1,0.0506369683541833,1
"701c724d05d372fc62cbe18f54c7d105",1,1,0,1,1,1,60,0.209169904129743,0.827
"d61a4182869003d83e9089a8cd2a0a34",0,1,0,0,0,0,2,0.154120974944542,0.188
"e2d89d4508d6a998d4823fc8b24e1145",1,0,0,0,1,0,10,0.0553424532912486,1
"069bfed788d493000219d0c7c1f53f6a",1,0,0,0,0,0,1,0.0506369683541833,1
"911cc6998e8f9670969b01b0f8a487bd",1,0,1,0,1,0,27,0.0977230544013436,0.972
"6a562fef283f152634eb9d9f49a07027",1,0,0,0,1,0,10,0.110684906582497,0.745
"2931894bb50b340cd8b540f3e5cf8050",1,0,0,0,0,0,1,0.070808840358715,0.8
"1518695f3c1605ed1fd5e9419d78e85d",1,0,0,0,0,0,1,0.112193911717474,0.478
"7d118662889e94bc8f2c2e8026ed723a",1,0,0,0,0,0,1,0.0506369683541833,1
"d3b7218f86a2ca2a65f99e6e0dbd43d5",1,0,0,0,1,0,10,0.0677803858386852,1
"bcb5a12c217edbcb5e003ada0633c7fa",1,0,1,0,1,0,27,0.138201268890904,0.746
"29cb9fd37dd50207658925dc916ac111",1,0,0,0,1,0,10,0.0875041018509136,0.871
"a95d9101d33673d90d4c67521fb4a2c2",1,1,0,0,0,1,25,0.168344130114269,0.788
"27cc6397099c8f0f18ea483d677e8a2c",1,0,0,0,0,0,1,0.0506369683541833,1
"bab715cfd68e6eec6fe68bbfbbd4528b",0,0,0,0,1,0,5,0.0616626415978207,0.565
"75ac7e54ed92bd7a45914d479bda11b0",1,0,0,0,0,0,1,0.0506369683541833,1
"3d9bc3555f408460651fd00b12898b11",1,1,1,1,1,1,63,0.383437744730503,NA
"6c8e18aa77337c8940f073aafa6e80ac",1,0,0,0,0,0,1,0.0506369683541833,1
"050e43e605e2d4b6ecf28b3411b25b78",1,0,0,0,0,0,1,0.0506369683541833,1
"d3fdcb07eb7e3fd2e3d318b8603c881b",1,0,0,0,0,0,1,0.0506369683541833,1
"5e1515bd2c7c31731922c3d72703e69b",1,0,0,0,1,0,10,0.0553424532912486,1
"f94e14967d24978a16f64bc4ad5aa367",0,0,0,0,1,0,5,0.0616626415978207,0.546
"dbd01dc32bb4f39e97fecf88cef5c824",0,1,0,0,0,0,2,0.139268927853879,0.228
"e493c4cb2b24f3bc87b7818d494a41a2",1,0,0,0,0,0,1,0.0716114874039433,0.71
"45fc63849b04ed5c737bad639ca358cb",1,1,1,0,1,1,59,0.151482209857731,0.965
"e8c84a6896fa854de99cf6a4692b356d",1,0,0,0,0,0,1,0.0506369683541833,1
"77cb85fbff005f500035fb994d2d4639",0,1,0,0,0,0,2,0.150600869324209,0.142
"7a4298ae35cf1a95df89fc2e557ce5d6",0,0,0,0,0,1,6,0.127602177680126,0.175
"64b8a4296af6c58d91c359e3e2485738",1,0,0,0,0,0,1,0.0506369683541833,1
"23b48f132e311b0f1356f4300d279ad5",0,0,0,0,1,0,5,0.0831587611810883,0.722
"e3b9d440eb993245b3b1d99e260ecc19",1,1,1,1,1,1,63,0.916591524801109,NA
"a6bb4170b152ba6c9c9bf2eca444e42a",1,1,1,0,1,1,59,0.257730713677953,0.511
"6c453152709b2d627034cff56312fdf3",1,0,0,0,1,0,10,0.0553424532912486,1
"5376a5e698e0fc80b83df3aeb3627b4e",0,0,0,0,0,1,6,0.129099444873581,0.165
"88973c8b32c1455e9835c800cc719af2",0,0,0,0,1,0,5,0.0616626415978207,0.531
"6ba7bf3d77b3d3d7c9e380328c9a93a5",1,0,0,0,0,0,1,0.0506369683541833,1
"c5a9f2072ddbfb0d387be371186c15d5",1,0,0,0,1,0,10,0.0958559409159499,0.885
"562d6bac11a0570c716720e362c49a97",1,0,0,0,1,0,10,0.0553424532912486,1
"f406f60b42e095d10f0979902d652a23",1,1,1,1,1,1,63,0.671124728646049,NA
"ec0519555038fb73d4cfb3981ecf8395",0,0,1,0,1,0,17,0.0834113486133167,0.955
"215d0b6e060b305dba5a5c734e995b2d",1,0,0,0,0,0,1,0.0506369683541833,1
"87bbb9bbbc50d82037fc1d4f7309ee7a",1,0,1,0,1,0,27,0.0904739679759304,0.989
"e1ffe0e9e782a0a8b36664ffe876b614",0,1,0,0,0,0,2,0.089363300645067,0.488
"c073917b4d37d0b4f65cf4fb1b43619e",1,1,1,1,1,1,63,0.636318172617128,NA
"b90bbad985410c907c7983b769be71f9",1,0,0,0,1,1,31,0.0917341117855138,0.9
"b009ead041699caa7ead0488f55732cd",0,0,0,0,0,1,6,0.129099444873581,0.158
"e490760f1ac7957c47f5f397c554bbdb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1a3f484995f75ccfa6433ef6f808f8fa",0,0,1,0,0,0,3,0.0974270748984347,0.383
"2602407072fea48198d37914797324bb",0,0,0,0,1,0,5,0.0616626415978207,0.551
"c14ccc445bd3e1f0c7e989253deda6d1",1,0,0,0,1,1,31,0.179605302026775,0.449
"5cc8602f11bd55a73d752cd25486851c",1,1,1,1,1,1,63,0.506665028964169,NA
"713d95b1840f1b1e9cf0f0d1b1bc1c4e",0,0,1,0,0,0,3,0.10193370009388,0.356
"9e328951ad4db6a208dd2e63b947c31b",0,0,0,0,0,1,6,0.129099444873581,0.152
"03f49439e811873ca2f329b9a712b28a",1,1,1,1,1,1,63,0.386468920317096,NA
"98c24bbf61d8bdd371f45948cafe7af4",1,0,0,0,0,0,1,0.0716114874039433,0.664
"5aed06f58bb74247c725b89f94903af0",0,0,1,0,0,0,3,0.111803398874989,0.236
"5d7b2aa19023fd3407bb7d190aa723f3",1,0,0,0,0,0,1,0.0506369683541833,1
"7cea94268d089a5ee9a0f16e0c567aef",0,0,1,0,1,0,17,0.0763603548321213,0.461
"cbc6bed4d7d361e9e9bdb91374bc5e93",1,0,0,0,1,0,10,0.0677803858386852,1
"7266df20068f15abb7445afa927d2aa7",1,1,1,1,1,1,63,0.665888304852315,NA
"1eb2990a5a3ff23cd7441edb114b4291",0,0,0,0,1,0,5,0.0616626415978207,0.546
"a23f11ae97c6061d6aca2bceae42b704",1,0,0,0,0,0,1,0.0716114874039433,0.699
"a38f444e6543a8b2c68ef11496325658",0,0,0,1,0,0,4,0.128033133425505,0.191
"16dfd027ddeb0c96b58c2bbd8139f0eb",1,0,0,0,0,0,1,0.0506369683541833,1
"a72f0f518e7b1850378cd82a7eb3b05f",0,1,1,0,0,0,12,0.127155769313085,0.228
"9b3fbdd4a025d95511cfe6601bde54f8",1,1,1,0,1,1,59,0.278019218742766,0.464
"734361919de4926422c7da4f902c522f",1,0,0,0,0,0,1,0.0506369683541833,1
"51f52b2e1c9013663932652aefd51176",1,1,1,1,1,1,63,0.374196923053718,NA
"53078a44f11ea59df1233dfc54fb674f",1,0,1,0,0,0,8,0.109552734142173,0.728
"14e9eea045bda65a40d325148d28c40f",1,0,0,0,1,1,31,0.118428229074808,0.768
"efc12dfc3038e128e7cbf9add5e55248",0,0,0,0,0,1,6,0.101107287047986,0.532
"a5d7dbbffd219eb53d7e8b85a2dafddc",1,1,1,1,1,1,63,0.816258361643027,NA
"2660f0d6c89a079968e47e3215ab4bc3",1,1,1,1,1,1,63,0.61296760780216,NA
"363f14ab3b564ff851eebcde8006c3e5",1,0,0,0,1,0,10,0.0782660480194832,0.966
"efda2a93e82a674e1db24f8dc3c58d12",0,0,0,0,0,1,6,0.224346065852684,0.126
"edeae2e8661b57862d7f87be6ad2a2c8",1,1,1,1,1,1,63,0.374196923053718,NA
"d2170bdd23bf1cbd0eb344349607feb8",1,1,1,1,1,1,63,0.311206482761021,NA
"3b19ded3e5b91b4689af160ffb6b562f",1,0,0,0,0,0,1,0.0506369683541833,1
"fbc77f56085b1ac29c5aae23d63f925f",0,0,1,0,0,0,3,0.107578055510439,0.336
"239c820d1f482c6989d1e3c915dcf61c",0,0,0,0,1,0,5,0.0616626415978207,0.526
"13dcdb0036a1516d954922bbf8a2f7ef",0,0,0,0,1,0,5,0.0616626415978207,0.55
"cbdbaa9d975fdd841e27abdd5a2fcd5c",1,1,1,1,1,1,63,0.888143081390702,NA
"ab78bf0640561bc441d496ad29889d8a",1,1,1,1,0,0,42,0.35470321860157,0.191
"9434284705247287b87114449a4a8f08",0,0,0,0,1,0,5,0.080689706968591,0.691
"c95617e98faa25ce597337181a6256a9",0,0,0,0,0,1,6,0.122363076759157,0.274
"a66f8ea2efc9932a4265d0da4193724b",1,0,0,0,0,0,1,0.0506369683541833,1
"996608eb026add38e736b87f7544d4d0",0,0,1,0,0,0,3,0.111803398874989,0.253
"ebc62fd8bcdee9280a1cea01ddf72857",1,1,1,1,1,1,63,0.92040273261131,NA
"58e97aee53994fc4349a16e247fbeab6",1,1,1,1,1,1,63,0.363118863759793,NA
"235e183d5427c29550584e8601b50c56",0,0,0,1,0,0,4,0.173977278768044,0.155
"6ce2868a25e78c47044e4fc963cb656a",0,0,0,0,1,0,5,0.123325283195641,0.24
"460e688758fa89554b820f573383a99a",0,0,0,0,1,0,5,0.0607531572080002,0.869
"45985e4f73e1b004aead0241091a34d3",1,1,1,1,1,1,63,0.633561546633181,NA
"5b22f91f89a39053d1ea1b7b4b983dba",0,0,1,0,0,0,3,0.0888888161505163,0.372
"de7ba1c4e2c4f357d14ab3203e5e521a",0,0,0,0,1,0,5,0.0616626415978207,0.53
"18574c6fba2ccda7e03d7f41f5e5c486",1,0,0,0,0,1,11,0.0816496580927726,0.688
"a9f2a1b355b8d52226e8675d45104e0f",1,0,1,1,1,1,61,0.217509833165735,0.79
"fac1bc3dec35d82b51c94e3deaa6b00f",1,0,0,0,0,0,1,0.0506369683541833,1
"8e845302d4b54d09c7856ecde670a2ea",0,0,0,1,0,0,4,0.26829208636731,0.043
"6a17f8cf28890ca7f17c181ef73f790c",0,1,0,0,0,0,2,0.145421571554366,0.206
"69b38e1b03a9dcbf8e2a4d66c55733fe",1,0,0,0,0,0,1,0.0506369683541833,1
"359cabf27d1116380f209a843f584ee7",1,0,0,0,1,0,10,0.0553424532912486,1
"21f0c0ab9624f957f44a8a28d65afd81",1,0,0,0,1,0,10,0.110684906582497,0.721
"76a4ccacd152ea6081fea187bd85bd07",0,0,0,0,1,0,5,0.0616626415978207,0.513
"db46a38cc5412c7878614d213b0f4899",0,1,1,0,0,0,12,0.137477502878247,0.416
"81da1e5d9363a36ff1ffef07c65aa24d",0,0,0,0,1,0,5,0.0616626415978207,0.538
"6f699107e189e8d924007d59493a1801",0,0,0,1,0,0,4,0.185695338177052,0.032
"1b2de2717b68e9afa1f13f72d1c76485",1,1,1,0,0,0,22,0.11373889376908,0.751
"234cf9bd0da0f65f91a3245a810c9500",1,0,0,0,0,0,1,0.0506369683541833,1
"9fc81733ca82b96e5e89f6a8d7d6bb57",0,0,0,0,1,0,5,0.0616626415978207,0.552
"a0ee6a3ee7652b169be49795a7813d2b",1,1,1,1,1,1,63,0.948498783160497,NA
"c6b37d16cf5f185eea0f0f1c1dcc503a",0,1,0,0,0,1,15,0.11259896673801,0.298
"9b9568f1a9abe8041705b379aa78e6ee",1,0,0,1,1,1,51,0.268423916626926,0.21
"bceb90f9d7933d99ad2afa26362da0b9",0,0,0,0,1,0,5,0.0616626415978207,0.553
"635d20c2653f63f9d68e961f281a8d62",0,0,0,0,1,0,5,0.0616626415978207,0.513
"f802ba901a23a915b65bf3bc07e9c22f",0,1,0,0,0,1,15,0.145095250022002,0.141
"600f6cadf4be29fdebe3af04d3854683",1,0,1,0,0,0,8,0.158239809929742,0.478
"ff485960d93e6de6827f024f3195d75e",1,0,0,0,1,0,10,0.0677803858386852,1
"ad78ba27c071f86c212457ea1e69a460",0,0,1,0,1,0,17,0.0746659751251909,0.974
"45f0936faa4a7aab49f0cc45aa3d158a",0,0,1,0,0,0,3,0.073343993421,0.519
"e999c508e59d9039d48cf0981dd0b4cd",0,0,1,0,0,0,3,0.157908332301308,0.328
"7f428ec54d368e37dadc3318d233b40a",0,0,0,0,1,0,5,0.0616626415978207,0.534
"585b27fc26b7fb3a1d32cfa7e8ee2b52",1,0,0,0,1,0,10,0.0553424532912486,1
"7394fb77c0a2c37976fdffb1f70af87b",0,0,1,1,0,0,16,0.154906488317201,0.299
"6042e6aaa954d30f3e83ba5368808f46",1,0,0,0,0,0,1,0.0506369683541833,1
"7805fda447282af8aeb655199ea49c4a",1,0,0,0,0,0,1,0.0506369683541833,1
"cea8166209b412f46c0e2610a90e16f0",0,1,1,1,0,0,32,0.313796309648288,0.057
"cefa83317d28828cbccd155b941812b9",1,0,0,0,0,0,1,0.0506369683541833,1
"6e1cb7d96328daae48add07f12f59c75",0,1,1,1,0,0,32,0.255378105648931,0.136
"cba56bce57be32e973f54663c94364dd",1,0,0,0,0,1,11,0.0942809041582063,0.527
"b3361c45b8bf888048baf6b56c83e13a",1,0,0,0,1,0,10,0.117399072029225,0.668
"7cc736700448a8817427ee23a3c1892e",0,0,1,0,0,0,3,0.105290637845466,0.479
"d6f38dea483593ab11c6295ea1730ad3",1,0,0,1,1,1,51,0.267261241912424,0.135
"aaef532bf28d6776565bc7bff25e212c",1,0,0,0,1,0,10,0.0677803858386852,1
"975cb5b4be478a177618c647ceb44909",1,0,0,0,1,0,10,0.0553424532912486,1
"ce45b07d3d9b6e14cd7b13598499967e",0,0,0,0,1,0,5,0.113598321563519,0.447
"2036a884dc857a126145937ee6bc6949",1,0,0,0,0,1,11,0.0942809041582063,0.518
"094c52bee3aa2a6eecb4d2ca2280c5d5",0,0,1,0,0,0,3,0.0858499727130028,0.552
"b44eab2aa01ad706296c36d5693fb4e4",0,0,0,0,1,0,5,0.0616626415978207,0.56
"ec38223439e88a7de5dd04da3ac1f4b6",1,0,1,0,1,0,27,0.110807528272968,0.926
"2443ba4e956f6b6963fba5c480a046cd",0,1,0,0,0,0,2,0.122932698529582,0.341
"08a6a5981e040d6486009c6295f512e7",0,1,0,0,0,0,2,0.138022676558338,0.221
"2f44bba464887f1501ec5900a5fc917e",0,1,0,0,0,0,2,0.166540511169654,0.173
"23cab7b6585544edbe6f56a6799ec9af",1,1,0,0,1,0,24,0.142649350539364,0.577
"a6291c0dff2d5b58f586a78b4acdc175",0,0,0,0,1,0,5,0.0616626415978207,0.529
"8dc197a22fec5ddca8409604ae2b32cd",0,1,1,0,0,0,12,0.176906692038043,0.125
"6eeadf3b547bc0fcb92d6f759f300a18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916e9dfbc0718deaa51994983d099dcc",1,0,0,0,1,1,31,0.12420857452678,0.749
"00dae114e9a800cf032c431d0948f007",1,0,0,0,0,0,1,0.0716114874039433,0.67
"ec4747dc4959f1a9fdd8ff8b6aa8d4c2",1,1,1,1,1,1,63,0.44799566592336,NA
"5fb65b7feb5fa8acd10cb6e085ff6598",0,0,0,0,1,0,5,0.0616626415978207,0.538
"e7493f2a81b8d938f38bf49dccd99a58",1,0,0,0,1,0,10,0.0875041018509136,0.877
"17ac15aa2cbd5be5c93bb6ac212cc514",1,0,0,0,0,1,11,0.0942809041582063,0.541
"492f45bf6020efa412b2b96d61dadf7b",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6797a27ece72ab5f528f670971e8d9af",0,0,1,0,0,0,3,0.152841268430505,0.148
"f8b51b4a509a5ed93a945458bb6a56d9",1,0,0,0,1,0,10,0.0782660480194832,0.939
"0b4088e9c7ace748927cb769a7f9112b",0,0,0,0,1,0,5,0.0616626415978207,0.534
"a6eba5a1bbb0148a243e5c35cf2c8687",1,0,1,0,0,0,8,0.142326267870119,0.464
"1fa4f41a3f0e08446d58c7125feddcc0",0,0,1,0,0,0,3,0.107545034468895,0.301
"2e32c9f7b26b121311e941b526893786",1,0,0,0,1,0,10,0.0677803858386852,0.982
"4156aa4908e0c9fa063e144502b7f2a7",0,0,1,0,0,0,3,0.111803398874989,0.23
"da2b351a21ecde663afb38832863ecb6",1,0,0,0,1,0,10,0.0958559409159499,0.878
"7c731e9e95d0c33ed8f738d2d927163d",0,0,0,1,0,0,4,0.185695338177052,0.026
"86b22b2c67363dae7a9007f615c6b207",1,0,0,0,1,0,10,0.0875041018509136,0.882
"a3618e8a69964558653b32f21cfc09c4",1,1,1,1,1,1,63,0.526984774124161,NA
"ba96628544ef91c0deef52b8f0f6975a",0,0,0,0,0,1,6,0.128110198678422,0.49
"3d8a58e95a5965d0f5e8e9917fdf3f3c",1,0,0,0,1,0,10,0.0553424532912486,1
"fb0137d27f104c964b08c8096a67d8c1",1,1,1,1,1,1,63,0.642704321447637,NA
"fdf20e2ddf9087b837306ac52a84580c",0,0,0,0,1,0,5,0.0616626415978207,0.555
"69f256b386e67871e8c4260f66db2b0d",1,1,1,0,1,0,43,0.180421959121758,0.525
"25bc1bd5457d61c64b9c61b7e202d224",1,0,0,0,0,0,1,0.113309423713088,0.649
"d3c7ccf0e9b1a8c053360fd3db17f3a4",0,0,1,1,0,0,16,0.152275478378672,0.313
"f0bf8ff46c0c9b433fc22c75f8ddbab0",1,0,0,0,1,0,10,0.0875041018509136,0.912
"97a30f3584beb50af871dc7a0c37cc5c",1,1,1,1,1,1,63,0.467122075949075,NA
"fb9e40888c266a01356c88953db427cb",0,0,1,0,0,0,3,0.111803398874989,0.238
"3b2d25def83a4b9e19e4bab208897ce5",0,0,0,0,1,0,5,0.0826629404836496,0.703
"cbde4e0a21ddda3b2856d948110a95ba",1,0,0,0,1,0,10,0.0553424532912486,1
"74cf378d57aea7a7e6b76a2420dab092",1,1,1,0,1,1,59,0.248181794051358,0.506
"5bbbcd2b4a53b3f471f411a0c7760303",1,1,1,1,1,1,63,0.283748865906369,NA
"8d543034774cdde5ad7588207cfd564e",1,1,1,1,1,1,63,0.226587489317156,NA
"aa5dc7146cb0247090f3c6c77ff81d19",0,1,0,0,0,0,2,0.169030850945703,0.072
"650fcfd6a1e68d01f0baa7a6a9f06594",0,0,1,0,0,0,3,0.155313338215929,0.14
"3bf40793e74d047b0c7cc763ba432d76",1,1,1,1,1,1,63,0.885511540550475,NA
"820d6f088043eb667b030e89f926396d",0,0,0,0,1,0,5,0.0616626415978207,0.536
"3afa1744f3ae0837a846e1c30f680022",1,1,1,1,1,1,63,0.827615545557562,NA
"ef6b02ffc4c09383d92dea6dc344c6c8",0,1,0,0,0,0,2,0.1682582620884,0.084
"ee646fcf11fcc64d9f8e4b56b17d181e",1,1,1,1,1,1,63,0.378845510272251,NA
"1e4ec383360c79ea78d3f1b308982a8e",1,1,1,1,1,1,63,0.445383424028181,NA
"c8d2cc62e149de94450cb9e3fe029a36",0,0,0,0,0,1,6,0.170854348286771,0.136
"468ea1c1234518da7945a588e0b137d9",1,0,1,0,1,0,27,0.0904739679759304,0.995
"d6b8d784fb0a21fc030fea21f735229d",0,0,0,0,1,0,5,0.0616626415978207,0.545
"c94750ed55279b706d9bb1c4891d6d15",1,0,1,0,1,1,50,0.123013855215709,0.978
"09df104e068fc9c1415f569bfbcaed62",1,0,1,0,1,1,50,0.248577288479952,0.311
"44a519845fac0bd2c5e602e834d64eff",1,0,1,0,0,0,8,0.111179086488133,0.558
"81c08c8cfdbedf68bba4e3913fac0fc2",1,0,1,0,1,0,27,0.104470339531114,0.94
"f4cf7fe0d52847971bf28d503dce9dcd",1,0,1,0,1,1,50,0.106533123634265,0.998
"7de0fb4bddfdb3eb50e067fad7852456",1,0,0,0,1,0,10,0.0553424532912486,1
"15a82209f683cb04adda7a9890598336",1,1,1,1,1,0,57,0.290606358856349,0.455
"c3eba77533dc6d1dcf4765d733829b15",0,0,0,0,1,0,5,0.0588406483544652,0.885
"916554c250c296e4b6a9915342e34dcf",0,0,0,0,1,0,5,0.0616626415978207,0.549
"73a5e4b45078885609589286319bdc06",0,0,0,1,0,0,4,0.103763411872373,0.535
"4a1a37b451403206d1a90d0a56b2bb6c",1,1,1,1,1,1,63,0.493835983902044,NA
"5c07d73dc7de6934c91efbf315bb783f",0,0,0,1,0,0,4,0.171334185101572,0.121
"d2e53fdc3144584fa7a4f7f3c66f30f1",0,0,0,0,1,0,5,0.0616626415978207,0.539
"434e0709c4872c8172efa1c20ff61401",1,0,0,0,1,1,31,0.12420857452678,0.742
"5e22ac39af6385a9a5d7a57992e0d8ba",1,1,1,1,1,1,63,0.776702781765243,NA
"bf0ab3208f9a4da68d997045cd5c7d40",1,0,0,0,0,0,1,0.11322770341446,0.432
"d162b5712703826e13d887d86381ef25",0,0,0,0,0,1,6,0.129099444873581,0.134
"c991ea6f3e397244886d943e7ffc9569",1,1,1,1,1,1,63,0.689138944926374,NA
"f81cdbfdd3c5fa6184d06f1bce2d5e88",0,1,0,0,0,0,2,0.15880799688178,0.213
"c7c417e44ebbb8c211666defbe8ddcea",1,0,0,0,0,0,1,0.0506369683541833,1
"65f7a7095c985a2932a0de0634edf810",1,1,0,0,1,0,24,0.107832773203438,0.784
"c09a5f36d48f4fb6df4bea26eb9b99be",1,1,1,1,1,1,63,0.785665033537928,NA
"eb72b3c4d5175d2437550718e77d704c",0,0,0,0,1,0,5,0.0616626415978207,0.559
"eaba26b22f5a53eb2530b00414ec539e",1,0,0,0,0,0,1,0.0716114874039433,0.752
"81cf4e05a854c1aca92e067379c5c7c9",1,0,0,0,0,0,1,0.0877058019307029,0.637
"3ba40becc818602a4f2b4b63480a99bf",0,0,0,0,1,0,5,0.0616626415978207,0.541
"26ffa33288ac5d3dc9811d296deb6ebe",0,1,0,0,0,0,2,0.160661238468692,0.088
