"","s.Control","s.Control Depression","s.PMS","s.PMS Depression","s.RRMS","s.RRMS Depression","index","stat","p.value"
"84dc1d9dcb25fb829a70181d8881a2fc",1,0,0,0,1,0,10,0.0782660480194832,0.954
"c2c1b7b9529b80ad091068b3640602d8",0,0,1,0,1,1,40,0.081092961420906,0.774
"fc60825801a11603ebfc3e3770282914",0,0,0,0,0,1,6,0.129099444873581,0.148
"f026bc3d92e943febaa74d620be5400d",1,1,1,1,1,1,63,0.486695810681945,NA
"5b702203e84ca262c7461be4025a79a8",1,0,0,0,0,0,1,0.0506369683541833,1
"54d696d04f2327ebabfccd5bb87f1532",1,0,0,0,0,0,1,0.0506369683541833,1
"ee406f2163f3753528c307a7d7669817",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5118dfd6f3d11233016df2b3dc6b0651",0,1,0,0,0,0,2,0.151527113668203,0.206
"205f516db352726b7de2e03510a0dc94",1,0,1,0,1,0,27,0.0977230544013436,0.973
"3e0d9289db460c5d674e257f3eb53648",0,0,1,0,1,0,17,0.0763603548321213,0.525
"4c6c2cb71f0b52feb53d8e178daac2ee",1,1,1,1,1,1,63,0.234184700067328,NA
"ee9db55a4e09d1340b7a8c0f06e03b53",1,0,0,0,1,0,10,0.0553424532912486,1
"b9977f2aa70a95ba1e261e9375bc3f7a",1,0,0,0,0,0,1,0.0506369683541833,1
"13c997ca90e17757ab00f4ab2b289bc3",1,0,0,0,0,0,1,0.0716114874039433,0.65
"a7841ba2dc4847b0fc9ed578648b1020",0,0,0,1,1,1,41,0.135324761990522,0.598
"581e70b582bd250dac27740ad76c8081",1,1,1,1,1,1,63,0.30743414355832,NA
"3577135be0002b683f8616384f6045b3",1,0,1,1,1,1,61,0.217819318414259,0.612
"29a31ce4bc3e31a54386118774b1c6c9",1,1,1,1,1,0,57,0.22086676345167,0.721
"2c2fa6a431bf7cce3a3015a6b0ec8b2c",1,0,0,0,1,0,10,0.0553424532912486,1
"3458fdd3d6cd0e6472185267c3c5388b",0,1,0,0,0,0,2,0.0982352228051118,0.513
"d1845686b59a2a92567280519cf020f7",1,0,0,0,1,0,10,0.0958559409159499,0.854
"5edef2fcaeccfb9a2831d4a587b466ec",0,0,0,0,0,1,6,0.0991249345224954,0.439
"afd904764927d913a0f6a0be03a0936d",1,1,1,1,1,1,63,0.260149853592862,NA
"a1d534208c4aa8d41455f35697e602b7",1,0,0,1,1,1,51,0.167558465338558,0.663
"cf6720fe6f14e64fb469c4835fc0fcbf",1,0,0,0,1,0,10,0.141096124631087,0.531
"c57ea553262f19d1549fa277f0448de1",1,0,1,0,1,0,27,0.0738716855153118,0.999
"bf4eac6cebdd9a6031239db1afded533",0,0,1,0,0,0,3,0.111803398874989,0.244
"26e546fb873c6c4ded63bce50c7d08a0",0,1,1,0,0,0,12,0.146207574692138,0.581
"07dc2d0d1142f528832839fbc4c72114",1,0,0,0,1,0,10,0.0553424532912486,1
"07a392c6dd447341ce98952b1cf56087",0,0,0,0,1,0,5,0.0822434034931087,0.66
"7f88cd16d197c5af8be244fdc656bc6e",0,0,0,0,0,1,6,0.118843867417402,0.335
"178984ec62e13f9034c8e5f001890e69",0,0,0,1,0,0,4,0.230519277891555,0.013
"fd6b77908122ba601e18fd706f9e8d31",0,0,0,1,0,0,4,0.185695338177052,0.045
"de061fbfce9a291b7b2552393f9ac30e",1,0,0,0,0,0,1,0.0716114874039433,0.731
"025e2c3aadb89433c6c4744be5b319a3",0,1,1,0,0,1,34,0.144611097419361,0.422
"7229015fba8682615a10d7b60e711af0",0,0,1,0,0,1,18,0.113784480621513,0.355
"3e2b115d426eb9c9faea7221a80b00ac",1,0,0,0,0,0,1,0.0506369683541833,1
"61353ce1000c8165b0bd22e74fe2cb80",0,0,0,0,0,1,6,0.120222051143668,0.376
"0c6c8679e822b2f1fe06e388dbd5fd73",0,0,0,0,0,1,6,0.0945992364825967,0.435
"c61c8669166b84e054d28b94e274a64f",1,1,1,1,1,0,57,0.356077084498436,0.077
"e9f1f7e55e0a1baac818af75a647c293",1,0,1,0,1,1,50,0.128036879932896,0.926
"a9915fff59b38ed9ff13afbb3f46b319",1,0,0,0,0,1,11,0.103321911670404,0.584
"91f64422184c95d71bde91d550ba22f4",1,0,1,0,1,1,50,0.146415773790354,0.857
"3b5ccec0ca27d4bb9eefcf7a0769b9b0",1,0,0,0,0,1,11,0.170624405700799,0.258
"130a63ab9def8da65c4e3b07928543b0",0,0,0,0,1,0,5,0.0616626415978207,0.542
"19df5dc4a909ac26a685f8b0a3aa0dee",1,0,0,0,0,0,1,0.0716114874039433,0.716
"b722821a74b7ae304790b719035e5f83",1,1,1,1,1,1,63,0.457020945571187,NA
"cd302318e91ab0d3a968d3f04b57da80",0,0,1,0,1,0,17,0.107989849431208,0.396
"5fbd2184548cc7351b4d060aef9a4c66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24029c63a36bd5c4de117203045fc346",1,1,1,1,1,1,63,0.475784680127093,NA
"47589067c496328eceb238ed0d92b4b1",0,0,0,0,1,0,5,0.0616626415978207,0.567
"a501d2665c6eb7fb015af3ab66bd1c9f",1,0,1,0,0,0,8,0.0798935461936961,0.669
"d195c1a623dc6c436830fd1d45f6e41f",1,0,0,0,1,0,10,0.103536249579696,0.8
"ae40ef2417cc8203992bf2d35d5f0c61",1,1,1,0,1,1,59,0.335140031299918,0.159
"194bf5b6ecb7f215422696e1de82d980",1,0,0,0,1,0,10,0.0782660480194832,0.925
"77d2f71f2b27e69ed372850fe4b79b65",0,0,0,0,0,1,6,0.129099444873581,0.131
"59c5e1d2f5d01320da295e7054ccfbdd",1,0,1,0,1,1,50,0.197717109743942,0.549
"7b0118a6f4acdf92cf60a7cacd5f6223",1,1,1,1,1,1,63,0.144925845118911,NA
"245ead36d428c46565a04423b9a30c58",1,0,1,1,1,0,48,0.125491161027632,0.884
"71f1f5c5728455dae6da8b00e5a89ff8",1,1,0,0,1,1,47,0.169011707776522,0.751
"5d3289d9844e1741e3d0c79f4da3ad49",1,0,0,0,0,0,1,0.0716114874039433,0.727
"25dd187ffa243022da74c18981c18c80",1,1,1,1,0,0,42,0.318355653405867,0.191
"bbf8d9525cea055de7f23ff101c824b5",0,0,0,1,0,0,4,0.182311055154345,0.037
"5f991cc55d88668e040e8564130f028b",0,0,0,0,1,0,5,0.0794552562799992,0.737
"a133a1b82d2d07ab851b69f446099eab",1,0,0,0,0,0,1,0.0506369683541833,1
"0eabd9dda382e5b8eda01e81f2934e62",0,0,0,0,1,0,5,0.0616626415978207,0.549
"8dc74422f3e8c938e5bcfbb86659775e",1,0,0,0,0,0,1,0.0716114874039433,0.692
"78efe737da2c202b8ed93d563ed8052e",0,0,0,0,1,0,5,0.0584242862189914,0.867
"86ec537716ccea996d29a025dbd0e0da",1,1,1,1,1,1,63,0.555023730925368,NA
"cd700ef21598d6c7d1769ca53741b81f",0,1,0,0,0,0,2,0.132972471967819,0.31
"8d223f13e614114a9d01a25e7b2345b2",1,0,0,0,0,0,1,0.0506369683541833,1
"d253f72d8f114df9159d04c207d10a78",0,0,0,0,1,0,5,0.0585859064168887,0.86
"0efda674cd388b2c13b3835101c33e21",1,0,0,0,1,0,10,0.0553424532912486,1
"827b400476294e2d031787c0c17ce723",0,1,0,0,0,0,2,0.169030850945703,0.074
"30560232c0dfb106d8a11938e17bb643",1,0,0,0,0,0,1,0.0506369683541833,1
"9e77f6e562657b7c359c3386eabe5990",0,0,1,0,0,0,3,0.0926909185149266,0.692
"d056f43033a1594af63682efdbf940e9",0,0,1,1,1,0,38,0.112094367428168,0.578
"53deebf6a1bbd8aabbf33aa53c8a4ac0",1,0,0,0,0,0,1,0.0506369683541833,1
"3024c5f6e85b4adacfdf8abf282e6d0a",1,0,0,0,0,0,1,0.0506369683541833,1
"23f8234597067c243271dc357b8c832e",0,0,1,0,0,0,3,0.111803398874989,0.249
"ac69a9626ddfc143698a076b555b5760",0,1,0,0,0,1,15,0.167702434794571,0.127
"44783228c73bb0124c0c98d484721c7c",0,0,1,0,0,0,3,0.101976186368954,0.321
"bbe2643c97798b2686c8ec0b79f5635a",0,0,0,0,0,1,6,0.0946878121092323,0.459
"2377b9cc86f6e3fd8b7ee45913ec7582",0,0,0,0,1,0,5,0.0616626415978207,0.531
"3d86f700bd9c020ddffbb39789024705",0,0,0,0,0,1,6,0.129099444873581,0.122
"80a303a8d8b8d2f13fc5057753fea40e",0,0,1,0,0,0,3,0.110318927401727,0.256
"490f036f00ba93852d0ec9c3f3c59e6b",1,0,0,0,0,0,1,0.0506369683541833,1
"5168d6839f0900b998a28564e7d0c03e",1,0,1,1,1,1,61,0.226041789302219,0.505
"12e94d3ba0e57b856ef854d1217b4cd9",1,0,0,0,0,0,1,0.0506369683541833,1
"5aa64d95897be232b2585fa8aebc2a2f",0,0,1,1,1,1,56,0.16510097137753,0.284
"a5b86e6c836c904e59e4e74c143c9d44",1,0,0,0,0,0,1,0.0506369683541833,1
"d0373b0ecafed80691a879451f6b1997",1,0,0,0,0,0,1,0.0716114874039433,0.721
"2de09a9fb351da507874611ce9e834d3",1,0,0,0,0,0,1,0.0506369683541833,1
"8568ee2064f3983419bff2c9efa43644",1,0,0,0,0,0,1,0.0506369683541833,1
"8096776c6990070bf8fc51ef512c8063",1,1,1,1,1,1,63,0.374196923053718,NA
"e4a18db3f650e12eb12b9ac793b34a0c",0,0,1,0,0,0,3,0.104499471432793,0.305
"4eb4ee227bf802c5d573558f4b92861f",0,0,0,1,0,1,20,0.149906337799172,0.117
"f638ade58751cd2499cb009f5708858d",0,0,1,0,0,0,3,0.182653115777175,0.084
"6cbe3257fe7d59e12ccc2718b8deb7ce",1,0,0,0,0,0,1,0.0506369683541833,1
"00860d78935e5cc059e1063f56b57247",0,0,1,0,0,0,3,0.138540639799511,0.193
"ded3f3d9b84181da02669b9dbc5153be",0,0,0,0,1,0,5,0.0616626415978207,0.565
"a292b56ef8bddf333d7a94f191587317",1,0,0,1,1,0,29,0.132647306485615,0.617
"9d60465ef4eb9f9176bdd314136e8ec7",0,0,0,1,0,0,4,0.172059005345301,0.064
"e1c8fa07f8d61d40001aad707a737b90",0,0,1,0,0,0,3,0.102123260914397,0.337
"cfa73a78b110a5dda5096229755df29f",1,0,0,0,0,0,1,0.0716114874039433,0.703
"d2a9c272904cc20446ebb0a6369aaa3f",0,0,1,0,0,0,3,0.217570893825465,0.016
"445c1c72fc2fa0c61201ea44e2f610f3",0,1,1,0,0,0,12,0.147758313382595,0.228
"7228ee2c0b4d69c46abbacff6ce9170c",0,1,0,0,0,0,2,0.122951222330486,0.383
"72861b7547518e19eba642d308bef271",0,0,0,1,0,0,4,0.252595703649027,0.002
"3446cb5f1aa25f7c71ff16dc0cc99d36",1,0,1,0,1,1,50,0.106533123634265,1
"d8ca2e9106be828df13f39c4e34e90d5",0,1,0,0,0,0,2,0.157178928243005,0.172
"004f8f52c8e2c0b620875706948647fb",0,1,0,0,0,0,2,0.169030850945703,0.073
"674dd0ab9ca80874d899d858b7376fd7",1,0,0,0,0,0,1,0.0716114874039433,0.727
"c2fb308651a8cebcf86c0e9266f5ee23",0,0,1,0,0,0,3,0.0946416397654176,0.413
"de29e25f674be642ffd3528cdb79e0c9",1,1,1,1,1,1,63,0.44799566592336,NA
"2d6d7a6bda931d01c744e3048dbf9e6b",1,1,1,1,1,1,63,0.371065512997129,NA
"bfe03a7d73061dd659a363f8c4cc2b50",0,0,1,0,0,0,3,0.111452487472283,0.207
"849e75d749b82802fb17fdda6e29eb6f",1,0,0,0,0,0,1,0.0506369683541833,1
"658e6ba954c0d31fb2c71f7695dfa469",1,1,1,1,0,0,42,0.23276674130762,0.232
"cd37560b65afd04d9953e3ced9cb2f3e",0,1,0,0,0,0,2,0.165306930867212,0.099
"93137f41c7fe41131acf983cad6773f8",1,0,1,0,0,0,8,0.0922531208028885,0.62
"f5eae002ed921ff6265f6b866f887fb2",0,1,1,0,0,0,12,0.201224559997938,0.189
"46374298b3382acd30ed05670cd1c55e",1,0,0,0,0,0,1,0.0506369683541833,1
"c9b639b622fdb6bec354a4ac2a9411e6",1,0,0,0,0,0,1,0.0506369683541833,1
"518a9ddcb4d39c3d5366c708a596d595",1,0,0,0,0,0,1,0.0506369683541833,1
"8601be9565dacb39fa62a67b03e207bb",1,1,1,1,1,1,63,0.202089435704436,NA
"fd78b942cbbb011e20197cdda5868fa1",0,0,1,0,0,0,3,0.17931402627912,0.038
"dc09200d2fc6c146a53b1bac9d87b658",1,0,0,0,0,0,1,0.0506369683541833,1
"edaa8fc1b61d5baa3fa4cafc95c77692",1,1,1,1,1,1,63,0.359891076481698,NA
"0fa4d5bfe71cad833a19b1468e4a2adb",1,0,0,0,0,0,1,0.0506369683541833,1
"c16163e09f54c3df1c10cd0c818898ad",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9c0633037e39979479826912390e780a",1,0,0,0,0,0,1,0.0716114874039433,0.711
"e6cc8f527d2dc74d0437c9d2432daa1b",1,0,0,0,1,0,10,0.0677803858386852,1
"4ec9688bd1cd066d8ea9ac500c20a2fc",1,1,1,1,1,1,63,0.316780773316591,NA
"542d8f23b1f17f702a46e20deb283e19",1,0,0,0,0,0,1,0.0506369683541833,1
"4e02014f9eeeb0a0d335fecfaa395ce0",1,0,1,0,1,0,27,0.116801390412027,0.85
"d066e3b2ccb9c8b9e5e66d5a0a042514",1,0,0,0,0,0,1,0.0877058019307029,0.51
"f3fb92b593ba0d73b71bac0cb0d5b05c",0,0,1,0,0,0,3,0.178259427020318,0.064
"3de2465e05f69cd25f2458b49be598a4",1,0,0,0,0,0,1,0.0506369683541833,1
"ac9240c5cb426de80ef8ffc7f72955f5",0,0,0,0,0,1,6,0.0816994741399072,0.648
"1359221bd289dc565dcbd333d9bd2ff1",0,0,0,0,0,1,6,0.234487264676359,0.042
"70c8cb9fe771ff33684dfa9d142ed3e5",1,0,0,0,0,0,1,0.0716114874039433,0.717
"947df305554cdbc6f994818336f36dbc",1,0,1,0,0,1,28,0.111259657784974,0.695
"6574869e60c1549e3c5cfaf793dc0a8b",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b0c589fda51c709881b1b03fa4bfe8a",1,0,1,0,1,1,50,0.197717109743942,0.52
"48495a53c2977d9a6417fbb0477c47d9",0,1,0,0,0,1,15,0.181273165449523,0.091
"5301ba71ecc0bdebfc296006062240ff",1,0,0,0,0,0,1,0.0877058019307029,0.565
"59f9a0cbae65b2413767fe124ad4276b",0,1,1,0,0,0,12,0.244291913385634,0.096
"08d53f52f349d940b8436ec89e7b6547",0,0,1,0,0,0,3,0.0926567042407542,0.89
"2031b6fdc179cb9fd1d83a6193bfbbbb",0,1,0,0,0,1,15,0.202824790362129,0.152
"1f0342a21a0e0f67c7a9c61394b1f6aa",0,0,1,0,0,0,3,0.190118477488865,0.018
"e2aa656290a40f1e67c0ef6cc96ea1d9",0,0,1,0,0,0,3,0.149642015415255,0.17
"e5790fd1391b414c888777439bdd1c33",1,0,0,0,0,0,1,0.0506369683541833,1
"f9dedcb547fb2cde4759436390dd7f0c",0,1,1,0,0,0,12,0.161820652943352,0.279
"cfa81d282c0bc008ace76c67d3243520",0,1,0,0,0,0,2,0.240151147089707,0.017
"ae40ce092404e779b80f5a32ee6e593a",0,0,1,0,1,1,40,0.13179426029667,0.331
"245dac459a1aaaacb9f6ebd3beb5978e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"a80bf7b1576855543aaeed1c9d8be02d",0,1,0,1,0,1,36,0.443062906357463,0.015
"a6761c93c66bff4a2e2784b11576fbc7",0,0,0,0,1,0,5,0.0616626415978207,0.542
"66189c6832d37c2c7371d0e6e14d7415",1,1,1,1,1,1,63,0.48908745068996,NA
"7dfa0368960a8d46f23d6d544289822f",0,1,0,0,0,0,2,0.24260793735367,0.085
"3baab1c366bba035ac6a8cbf63c5ea0f",0,0,1,0,0,1,18,0.117894433885478,0.317
"813d88f9e15b774f42e4e56e0a4e89a3",1,1,1,1,1,1,63,0.268970985235365,NA
"50d84a69bd0ef282e4d336808084e405",1,1,1,1,1,1,63,0.199181522435725,NA
"8858e0ffaa778c001504606d8bae653d",1,0,0,0,1,0,10,0.0875041018509136,0.891
"7ecec2a38ab43f9856e2d3d68d7f57bd",0,0,1,0,0,0,3,0.184464660084326,0.043
"5853ced13a2c86f1059a1c6298c6694c",1,0,0,0,1,0,10,0.0677803858386852,1
"a0e14ea42dc2a87cad2975eb522068fc",1,1,1,0,1,1,59,0.196589274873196,0.789
"62c36223811edfd665ffddccf6bc4d93",0,1,1,1,0,0,32,0.259046649735923,0.095
"f1fd37a51aec73fd6950a518a60c407f",0,0,1,0,0,0,3,0.160903954073972,0.11
"f7c58fa9beda21b7f1dfb758dffede18",1,0,0,0,1,1,31,0.0837414038627107,0.958
"8d7c014aca86872e7451df4c18536eab",1,0,1,1,1,1,61,0.15983568204714,0.86
"36cbe1ab829015c56facdd02eca4ecab",1,0,0,0,1,1,31,0.0917341117855138,0.944
"1fc6e0d08e231bdb90026a6afcdaed6c",0,0,1,1,0,0,16,0.210549525012072,0.196
"f9ef00d58fc037ad41378a595e89173c",0,0,1,0,0,1,18,0.135646136482834,0.278
"678810dc30f81a607bfa2efa427d5b34",0,1,1,1,0,0,32,0.152228960516742,0.373
"c4f0c55fb20fc4676e13561ff589aa59",1,1,1,1,1,0,57,0.271316755422257,0.44
"f115a8e3255bff43b08f744f27c68c46",0,0,1,1,1,1,56,0.273061562649135,0.081
"c62a3c5ed7d0739346bc2911f32999aa",0,0,1,0,0,1,18,0.110336227630068,0.362
"3cd200d8c2eaaf51f0f5367cb11cd4b9",1,0,0,0,0,0,1,0.0506369683541833,1
"ef68d156631bfacbff4da12b558cc77f",0,1,0,1,0,0,13,0.111923790185832,0.481
"6d5b67de336fa917326acd8b2e96be15",1,0,0,0,0,0,1,0.0716114874039433,0.733
"a9d2161133afcc8bd34fc1b454382b75",1,1,1,1,1,1,63,0.395423056020012,NA
"37b2d8460b62ad1b554760bb29957a5b",0,0,0,1,0,0,4,0.185695338177052,0.025
"150b026d202d4ed1924f701b60a03703",0,0,0,0,1,0,5,0.0616626415978207,0.529
"cfccfa9165148a389d5d226d7f97efff",1,1,1,1,1,1,63,0.678903639474667,NA
"b886e120c7d3c7c49370f47aed488c84",0,0,1,0,0,0,3,0.0911414270251348,0.534
"b9525cf4315f57a2b96974c5ae78be13",0,0,0,0,1,0,5,0.0616626415978207,0.519
"dc7e5a1fb3aaeeaacc8e16536c33d987",1,1,0,1,1,1,60,0.244929046805,0.348
"9c7360bcd151e37fddd7a33de13c27d8",1,0,0,0,0,0,1,0.0877058019307029,0.598
"4226a99855903760b450f58b8681a235",0,0,0,1,0,0,4,0.185695338177052,0.032
"124cb8ad94fadb6688306b0b8559fbf3",1,0,0,0,0,0,1,0.110206529517107,0.612
"adf68129f57f3a2cec69d54a0f8ccd8b",1,1,1,1,0,1,58,0.406610511521145,0.021
"a6440fa550edcfc1ec9890ebeb1c89c7",1,0,0,0,1,0,10,0.0875041018509136,0.891
"d04ea2f31df1f2b1311af88378915cfd",0,0,0,1,0,0,4,0.1553617572497,0.128
"2456037f16cf21743f052d362a084788",1,0,0,0,1,0,10,0.0782660480194832,0.934
"ef6676fac41c9da0756172a6c28ecd70",0,0,0,0,1,0,5,0.0795469102198637,0.734
"4da0631dec48514cb23944ff58ddbe2f",1,0,0,0,0,0,1,0.0716114874039433,0.673
"f707c33feddc87269ec1dbff1e68a44e",0,0,1,1,0,0,16,0.157280101157383,0.174
"79f6c720b81a5ebf332cbe3e854c1520",1,0,0,0,1,0,10,0.0553424532912486,1
"29aebb81bfd387e18a94688e2f584573",0,0,1,0,0,0,3,0.109441047392415,0.276
"b5cfca8befd8d97c9c23593cc0455246",0,0,1,0,1,0,17,0.128183692441926,0.519
"6e8297c2933be5ffd1e98b32c8ed754e",1,0,0,0,1,0,10,0.0553424532912486,1
"a7efe2f769cc83b21da2a71c37d5647f",1,0,0,0,0,0,1,0.101273936708367,0.523
"25147ca9d693ad76711edce555dedb1a",1,0,0,0,1,1,31,0.0837414038627107,0.941
"6f363831781be298a253a88448e555a9",0,0,0,1,0,0,4,0.185695338177052,0.032
"f19517aec784b00623b8dbfda0e2ee67",1,1,1,1,1,1,63,0.301687204227932,NA
"41da55df8c7c9c9477d2e37cfea575ed",0,0,0,0,0,1,6,0.124030976825517,0.162
"900bca7fdfd6334ecb71c7d66951a14f",1,1,1,1,1,1,63,0.858752725007099,NA
"b1f592bdf2f0dfd7e9f6fa5edca012d0",0,0,1,0,1,0,17,0.0935219529582824,0.397
"17d1ff5cfe1a1325e08d154a4ea9c27c",0,1,0,1,0,0,13,0.145905219733391,0.32
"799ad449ebc9ee47cb67919605ff78fb",1,0,0,0,0,0,1,0.124034734589208,0.342
"961d21ebc94fc25f17b119c8a9dcbd33",1,0,1,0,0,0,8,0.101516705798115,0.622
"cfb3d60004be938c3ae6cf057a724c9a",0,0,0,0,0,1,6,0.0941034100993615,0.466
"a7b6a21963666a7be01abe074f1d2ab0",0,0,0,0,0,1,6,0.123247503283096,0.247
"60ad94af0b8ce8223302157c12722747",0,0,0,0,1,0,5,0.0616626415978207,0.556
"66943532f3787e585cbf6d1d95c2a306",0,0,1,0,0,0,3,0.111487695121296,0.576
"de126f793a077fdd22bdff992d231f61",1,0,0,0,0,0,1,0.0716114874039433,0.709
"57066ec05ca8d99c5c189f924b5d9ddc",1,0,0,0,1,0,10,0.0782660480194832,0.954
"7da8e3e2654a930cceffb1c8b0caff16",1,0,0,0,0,0,1,0.0716114874039433,0.703
"0e3439406622be6205c1109f0485003f",0,0,1,0,0,0,3,0.0826985218771773,0.968
"4ce76cabc9e22d3cf30377be80902aa5",1,0,1,0,1,0,27,0.0738716855153118,1
"2d07c2639aa21b95e3974376ddf32ee6",0,0,0,0,0,1,6,0.275900508116906,0.009
"1a8d6d0e803a339af9a838c60c8b89f3",1,0,0,0,1,0,10,0.0553424532912486,1
"343a08bddbe55c767b8fcf14b950c0ac",1,0,1,0,1,1,50,0.128036879932896,0.957
"143d051f903083a37a27fb163891c97e",1,0,0,0,0,0,1,0.0716114874039433,0.743
"33ab268b05dfcf7507fe0efdcc7ed9ff",1,0,0,0,0,1,11,0.0887853282903808,0.743
"716a7a0672c89bbd648c0ef062c5f1b0",1,1,1,0,0,0,22,0.145401393625405,0.566
"b427d5fd17f032b38bee0c4a747e425b",1,0,0,0,0,0,1,0.0716114874039433,0.672
"cbcf6634fd41a416ccf38222776ffcb9",1,0,0,0,0,0,1,0.0716114874039433,0.721
"f310d8d7c62de90ed9215d67e81151be",1,0,0,0,0,0,1,0.0716114874039433,0.674
"3fcfe9096ddce98435a38020a54e67e6",0,0,1,0,1,1,40,0.141798825633861,0.47
"ca773088c8ddb6ab52323307415f3ce5",1,1,1,0,1,0,43,0.11410886614691,0.93
"9fd7d7a5c5335fef2ff53525b16c9d3c",0,0,0,0,0,1,6,0.204180043014612,0.072
"769dbe9c828bbda85f2423e8f1c8686b",0,0,0,0,1,1,21,0.122146377475438,0.368
"1b61954adf84b9add82495e4894795b2",0,0,0,0,0,1,6,0.117465608277192,0.279
"055a549790523c1e9a2fe1f7e5cf6913",1,1,1,0,1,1,59,0.235702260395516,0.57
"c768c270281dc7326c5b86944f2182e0",0,1,0,0,0,0,2,0.146510645793421,0.128
"0ee2b4ae2a7d4b48fcdcecf089b7f30a",0,1,1,0,0,0,12,0.130097172237268,0.242
"8f5c26c15ec7240ad99d66469bcb58bb",1,1,1,1,1,1,63,0.408486405555828,NA
"297c96071546b413b5c226b3b880037f",0,1,1,1,0,0,32,0.309528004067937,0.017
"c601bfcaf114d2182112f59b2ae01588",0,0,0,1,0,0,4,0.223111554817467,0.08
"0b1aff91c98d1a4e256d5d6115a41a2c",0,1,0,0,0,0,2,0.139175973223255,0.275
"c1abe8fe39c9248cc264000e2674f5e9",0,0,0,1,0,0,4,0.171763707523968,0.077
"3de047c1022013bb40dceb1834c50df6",0,0,0,0,0,1,6,0.236336322071161,0.013
"303b1a084a25c18fa52f21ea7f7ff7de",0,0,0,1,0,0,4,0.167619943748207,0.046
"cee8f0e231187d30b63c705ee8c61b07",0,1,1,1,0,0,32,0.175318456012242,0.16
"b8f4d9eb4c64b70afab55d021163ea9a",0,0,1,0,0,1,18,0.111378649080877,0.331
"7b08fc1a8e9094bf889d3f663e70c5cb",1,0,0,0,0,0,1,0.0831649852860036,0.692
"aab58c910afd16e16ed2372d1bdf7df2",0,0,1,0,0,0,3,0.10579940302138,0.316
"d7c93110495fa6260d1b95121232373c",0,1,0,0,0,1,15,0.139150976740057,0.324
"5883b6ceea15c683c56b3c33b98558ee",0,0,0,0,0,1,6,0.128014056218801,0.156
"8a29a99f07e59eb03db1ebd97110f3a4",0,1,0,0,0,0,2,0.155398875242644,0.121
"7632b491e689edee5518ad4bb70a83bd",0,0,0,0,1,0,5,0.0616626415978207,0.544
"484106052f11d2b44ce597baae88380d",1,0,0,0,1,0,10,0.170576897013615,0.314
"03e918fec001ce91a3a88e3a63f2fcee",0,0,1,0,0,1,18,0.179859183017441,0.168
"1251bb5e9e9ccf6b4811f57d98736279",1,0,0,0,0,0,1,0.0506369683541833,1
"e8242be7c22f06c31960918ce2f629b1",1,1,1,1,0,0,42,0.201819269539788,0.43
"0732f8241891fe93b6fb3ec08beee406",1,0,0,0,1,0,10,0.0958559409159499,0.871
"b0cc3bef9b475ab3695bf4334e22f5d9",1,0,0,0,0,0,1,0.0506369683541833,1
"acd59d2ddcc3225ba17c2c232e29cf83",0,0,0,1,0,0,4,0.160539512437426,0.105
"f38cb9cc0982d76f14a7ac20a85588bf",0,0,0,0,1,1,21,0.092560429263025,0.659
"11b83edf5416e649ee054177d50cdf63",1,0,0,0,0,0,1,0.0506369683541833,1
"2c417dfb0e6ed5708606779c38497d8c",0,1,1,0,0,0,12,0.151380828243674,0.346
"c208e5a00de25697c21a6274b96b500b",0,1,1,1,1,1,62,0.141320473054336,0.748
"afcf1a591d33e05d07e6e14b15a80814",1,1,1,0,1,1,59,0.217028683070608,0.674
"7c8b7b1a15edfc2954a22faa6b814b21",1,0,0,0,1,1,31,0.105925428266475,0.879
"02f1ab46fc1d77fb61132b3d29826605",0,0,0,1,0,0,4,0.12650915801957,0.282
"c8174b21812fac0fe920625700cfcea4",1,0,0,0,0,0,1,0.0716114874039433,0.658
"adee7bd542feb57a3a42923e51befaa4",0,0,1,0,0,0,3,0.130952945888884,0.189
"f8fdc96020454bd4a78afe9d03abc13b",1,0,1,1,1,0,48,0.135545945760371,0.803
"d94ec5961dc64882cf904ee66eb21678",1,0,1,0,1,1,50,0.123013855215709,0.973
"245ec336f220f18708f46421561cbcb9",0,0,1,0,0,0,3,0.0800960903276695,0.67
"67040aa4a8facd7afa05471f6db0c280",1,1,0,0,1,1,47,0.163517485041932,0.575
"296e5b88c1d5afe3a038af8cfdeca215",0,1,1,1,1,1,62,0.231094711612118,0.147
"f25ceeba67188edf7a45db02ae1d9b9d",0,0,1,0,1,1,40,0.160935985089976,0.432
"308d943fab9bf9c8e6a1a3493d71d8a6",1,1,1,1,1,1,63,0.281685210402723,NA
"d23a1f321f9fe4182d3a4a2278336b62",1,0,0,0,1,0,10,0.0782660480194832,0.976
"a056ef410b0c2d6aca50fbb774edcd75",0,0,0,1,0,0,4,0.19899781388796,0.043
"3e25ad4d732962277d20ff5b1fa93ffa",1,0,0,0,1,0,10,0.0677803858386852,1
"895520124ca8ecba077a1c73e5fc12e9",1,0,0,0,0,0,1,0.0877058019307029,0.578
"01cc6e639515511383f35e5259dd70ea",0,0,0,1,0,0,4,0.156729969582937,0.12
"71bed63be0fcde87e57b2e74068381f3",1,1,1,1,1,1,63,0.22399783296168,NA
